energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_album_name,playlist_name,track_name,track_album_release_date,instrumentalness,mode,key,duration_ms,acousticness,playlist_subgenre
0.835,125.983,0.527,electronic,-5.298,0.249,0.654,Avicii,4,0.0433,82,The Days / Nights,EDM Hits,The Nights,1/1/2014,0,1,6,176658,0.0166,modern
0.751,117.948,0.88,electronic,-4.258,0.106,0.884,Regard,4,0.0874,80,Ride It,EDM Hits,Ride It,7/26/2019,6.43E-05,0,7,157606,0.177,modern
0.685,118.02,0.782,electronic,-6.237,0.16,0.603,"OMI, Felix Jaehn",4,0.0309,80,Me 4 U,EDM Hits,Cheerleader (Felix Jaehn Remix) - Radio Edit,10/16/2015,1.18E-05,1,4,180566,0.166,modern
0.524,95.01,0.748,electronic,-5.599,0.111,0.661,"The Chainsmokers, Halsey",4,0.0338,84,Closer,EDM Hits,Closer,7/29/2016,0,1,8,244960,0.414,modern
0.627,179.642,0.468,electronic,-5.085,0.11,0.159,Alan Walker,4,0.0476,80,Different World,EDM Hits,Faded,12/14/2018,7.97E-06,1,6,212107,0.0281,modern
0.856,127.949,0.596,electronic,-3.556,0.141,0.743,Calvin Harris,4,0.0346,81,Motion,EDM Hits,Summer,10/31/2014,0.0178,0,4,222533,0.0211,modern
0.77,125.905,0.694,electronic,-5.335,0.118,0.163,"Dynoro, Gigi D'Agostino",4,0.149,80,In My Mind,EDM Hits,In My Mind,6/8/2018,1.10E-05,1,6,184560,0.176,modern
0.963,129.992,0.581,electronic,-4.087,0.139,0.788,"Pitbull, Kesha",4,0.0981,82,Global Warming: Meltdown (Deluxe Version),EDM Hits,Timber,2012,0,1,11,204160,0.0295,modern
0.787,126.062,0.604,electronic,-3.674,0.127,0.301,"David Guetta, Sia",4,0.103,80,Nothing but the Beat (Ultimate Edition),EDM Hits,Titanium (feat. Sia),12/7/2012,0.15,0,0,245040,0.0679,modern
0.714,101.969,0.664,electronic,-6.645,0.0843,0.71,"Mike Posner, Seeb",4,0.111,79,"At Night, Alone.",EDM Hits,I Took A Pill In Ibiza - Seeb Remix,5/6/2016,8.42E-06,0,7,197933,0.0353,modern
0.815,123.063,0.636,electronic,-5.098,0.163,0.636,"Robin Schulz, Francesco Yates",4,0.0581,78,Sugar,EDM Hits,Sugar (feat. Francesco Yates),9/25/2015,0,0,5,219043,0.0185,modern
0.736,127.999,0.579,electronic,-3.863,0.198,0.613,Avicii,4,0.0527,78,Stories,EDM Hits,Waiting For Love,10/2/2015,0,0,6,230613,0.31,modern
0.777,130.003,0.73,electronic,-5.194,0.0691,0.575,"Jennifer Lopez, Pitbull",4,0.0496,78,Love?,EDM Hits,On The Floor,4/29/2011,0.000486,0,3,284867,0.105,modern
0.869,159.805,0.533,electronic,-5.093,0.136,0.425,"The Chainsmokers, Daya",4,0.173,80,Don't Let Me Down,EDM Hits,Don't Let Me Down,2/5/2016,0.00538,1,11,208373,0.156,modern
0.857,128.024,0.414,electronic,-4.078,0.343,0.348,"Calvin Harris, John Newman",4,0.0808,79,Motion,EDM Hits,Blame (feat. John Newman),10/31/2014,0.00574,0,0,212960,0.0287,modern
0.86,127.075,0.608,electronic,-5.324,0.262,0.437,"Flo Rida, Sia",4,0.0554,77,Wild Ones,EDM Hits,Wild Ones (feat. Sia),6/22/2012,0,0,5,232947,0.0991,modern
0.811,116.047,0.794,electronic,-8.966,0.101,0.862,"Daft Punk, Pharrell Williams, Nile Rodgers",4,0.038,77,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],EDM Hits,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],4/19/2013,1.07E-06,0,6,248413,0.0426,modern
0.741,123.077,0.646,electronic,-4.973,0.312,0.571,Axwell /\ Ingrosso,4,0.034,77,More Than You Know,EDM Hits,More Than You Know,7/28/2017,0,0,5,203000,0.0275,modern
0.519,133.99,0.501,electronic,-5.88,0.454,0.168,"Martin Garrix, Bebe Rexha",4,0.0409,77,In the Name of Love,EDM Hits,In the Name of Love,7/29/2016,0,0,4,195707,0.109,modern
0.717,121.985,0.793,electronic,-4.759,0.226,0.466,"Kungs, Cookin' On 3 Burners",4,0.0393,76,Layers,EDM Hits,This Girl (Kungs Vs. Cookin' On 3 Burners),11/4/2016,3.60E-05,0,0,195547,0.0927,modern
0.685,130.039,0.772,electronic,-6.849,0.131,0.501,"will.i.am, Britney Spears",4,0.0696,76,#willpower,EDM Hits,Scream & Shout,1/1/2013,8.96E-05,1,5,283400,0.019,modern
0.927,123.962,0.631,electronic,-2.787,0.148,0.465,"Calvin Harris, Rihanna",4,0.0332,77,This Is What You Came For,EDM Hits,This Is What You Came For,4/29/2016,0.119,0,9,222160,0.199,modern
0.593,119.958,0.79,electronic,-9.204,0.065,0.72,Stromae,4,0.0776,75,Cheese,EDM Hits,Alors on danse - Radio Edit,1/1/2010,0.00202,0,1,206067,0.0983,modern
0.766,127.975,0.735,electronic,-4.485,0.108,0.6,"Rihanna, Calvin Harris",4,0.0383,75,Talk That Talk,EDM Hits,We Found Love,11/19/2011,0.00141,1,1,215227,0.025,modern
0.51,119.994,0.829,electronic,-9.334,0.0829,0.45,"Mr. Probz, Robin Schulz",4,0.0369,75,Waves (Robin Schulz Radio Edit),EDM Hits,Waves - Robin Schulz Radio Edit,2/7/2014,0.00143,0,5,208133,0.00821,modern
0.869,127.966,0.616,electronic,-3.911,0.064,0.473,"Flo Rida, David Guetta",4,0.0327,76,Only One Flo (Part 1),EDM Hits,Club Can't Handle Me (feat. David Guetta),11/24/2010,0,1,0,234560,0.0283,modern
0.915,126.094,0.544,electronic,-3.405,0.115,0.51,"Calvin Harris, Alesso, Hurts",4,0.0841,76,Motion,EDM Hits,Under Control (feat. Hurts),10/31/2014,0.000914,1,8,184280,0.129,modern
0.741,119.896,0.72,electronic,-6.529,0.289,0.357,"Aaron Smith, Krono, Luvli",4,0.0287,75,Dancin (feat. Luvli) [Krono Remix],EDM Hits,Dancin (feat. Luvli) - Krono Remix,11/7/2014,1.41E-05,0,10,198053,0.101,modern
0.697,122.746,0.613,electronic,-8.618,0.332,0.476,Daft Punk,4,0.133,74,Discovery,EDM Hits,One More Time,3/12/2001,0,1,2,320357,0.0194,modern
0.634,113.927,0.704,electronic,-7.374,0.0952,0.411,"Kygo, Conrad Sewell",4,0.0428,74,Cloud Nine,EDM Hits,Firestone,5/13/2016,3.17E-05,0,11,271640,0.393,modern
0.861,117.965,0.73,electronic,-4.1,0.213,0.704,"Jonas Blue, JP Cooper",4,0.0451,74,Blue,EDM Hits,Perfect Strangers,11/9/2018,0,1,1,196613,0.39,modern
0.989,126.002,0.621,electronic,-4.225,0.184,0.0348,"Shouse, David Guetta",4,0.0434,74,Love Tonight (David Guetta Remix),EDM Hits,Love Tonight (David Guetta Remix Edit),6/11/2021,0.357,0,10,158095,0.015,modern
0.805,126.008,0.506,electronic,-4.119,0.0856,0.383,Galantis,4,0.0469,74,Pharmacy,EDM Hits,Runaway (U & I),6/5/2015,0.00193,1,1,227074,0.00711,modern
0.695,104.879,0.583,electronic,-5.336,0.0527,0.224,"DJ Snake, Bipolar Sunshine",4,0.0423,73,Encore,EDM Hits,Middle,8/5/2016,0,1,9,220573,0.0138,modern
0.862,128.036,0.498,electronic,-6.02,0.352,0.469,"Guru Josh Project, Klaas",4,0.0588,73,Infinity 2008,EDM Hits,Infinity 2008 - Klaas Vocal Edit,5/7/2008,0.00918,0,7,192294,0.000313,modern
0.857,119.975,0.56,electronic,-4.145,0.381,0.432,Olly Alexander (Years & Years),4,0.0384,73,Communion (Deluxe),EDM Hits,King,7/10/2015,0,0,4,215360,0.0594,modern
0.781,128,0.509,electronic,-3.48,0.0749,0.176,"Zedd, Foxes",4,0.072,73,Clarity,EDM Hits,Clarity,1/1/2012,0,1,8,271427,0.0398,modern
0.73,85.979,0.596,electronic,-4.091,0.325,0.525,"David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj",4,0.151,73,Listen,EDM Hits,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",11/10/2014,0,1,9,192560,0.24,modern
0.568,117.973,0.78,electronic,-6.96,0.0698,0.459,"Felix Jaehn, Jasmine Thompson",4,0.031,73,I,EDM Hits,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),2/16/2018,0.000168,0,2,186147,0.668,modern
0.463,121.999,0.778,electronic,-7.603,0.0731,0.496,"Alok, Zeeba, Bruno Martini",4,0.0389,73,Hear Me Now (feat. Zeeba),EDM Hits,Hear Me Now,10/21/2016,0.00289,1,11,194840,0.546,modern
0.774,112.05,0.674,electronic,-7.567,0.393,0.33,"Surf Mesa, Emilee",4,0.0892,73,ily (i love you baby) (feat. Emilee),EDM Hits,ily (i love you baby) (feat. Emilee),11/26/2019,0.00188,0,11,176547,0.0686,modern
0.81,126.052,0.572,electronic,-5.791,0.13,0.11,"Lana Del Rey, Cedric Gervais",4,0.0558,72,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) [Cedric Gervais Remix],EDM Hits,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,2/1/2013,6.53E-06,0,1,214912,0.0157,modern
0.781,119.977,0.751,electronic,-3.724,0.036,0.814,Taio Cruz,4,0.0862,72,The Rokstarr Hits Collection,EDM Hits,Dynamite,1/1/2010,0,1,4,202613,0.0039,modern
0.586,120.97,0.799,electronic,-6.735,0.193,0.549,"Clean Bandit, Jess Glynne",4,0.0377,72,New Eyes,EDM Hits,Rather Be (feat. Jess Glynne),6/2/2014,2.03E-06,1,11,227833,0.162,modern
0.72,122.031,0.789,electronic,-5.652,0.129,0.664,"Topic, A7S",4,0.218,72,Breaking Me,EDM Hits,Breaking Me,12/19/2019,0,0,8,166794,0.223,modern
0.62,120.031,0.798,electronic,-7.079,0.112,0.235,Tiësto,4,0.232,72,The Business,EDM Hits,The Business,9/16/2020,0.0192,0,8,164000,0.414,modern
0.622,102.04,0.69,electronic,-5.025,0.116,0.544,"Zedd, Alessia Cara",4,0.0622,73,Stay,EDM Hits,Stay,2/23/2017,0,0,5,210091,0.253,modern
0.736,130.011,0.75,electronic,-4.168,0.265,0.355,"LMFAO, Lauren Bennett, GoonRock",4,0.155,72,Sorry For Party Rocking,EDM Hits,Party Rock Anthem,1/1/2011,0,0,5,262147,0.0202,modern
0.802,100.001,0.713,electronic,-7.055,0.309,0.343,"The Chainsmokers, ROZES",4,0.0561,71,Roses,EDM Hits,Roses,6/16/2015,0.00377,1,4,226739,0.0435,modern
0.906,125.916,0.711,electronic,-2.671,0.153,0.824,"Icona Pop, Charli xcx",4,0.0284,71,THIS IS... ICONA POP,EDM Hits,I Love It (feat. Charli XCX),8/27/2013,1.64E-05,1,8,157153,0.00952,modern
0.921,130.072,0.691,electronic,-1.702,0.331,0.8,"David Guetta, Ne-Yo, Akon",4,0.0533,71,Nothing but the Beat (Ultimate Edition),EDM Hits,Play Hard (feat. Ne-Yo & Akon),12/7/2012,0,0,8,201000,0.173,modern
0.795,121.294,0.956,electronic,-5.311,0.0906,0.841,Daft Punk,4,0.15,71,Homework,EDM Hits,Around the World,1/17/1997,0.889,1,7,429533,0.00356,modern
0.833,129.885,0.551,electronic,-5.217,0.0632,0.145,"Armin van Buuren, Trevor Guthrie",5,0.03,70,Intense,EDM Hits,This Is What It Feels Like,5/3/2013,2.77E-06,1,8,204360,0.0391,modern
0.817,128.078,0.883,electronic,-5.414,0.11,0.595,"AronChupa, Little Sis Nora",4,0.235,70,I'm an Albatraoz,EDM Hits,I'm an Albatraoz,8/8/2014,0.00449,1,0,166849,0.601,modern
0.748,125.896,0.503,electronic,-4.124,0.343,0.356,"Alesso, Tove Lo",4,0.0619,70,Forever,EDM Hits,Heroes (we could be),5/22/2015,0,1,5,210013,0.0305,modern
0.392,75.066,0.599,electronic,-6.869,0.131,0.26,"Disclosure, Eliza Doolittle, Flume",4,0.0257,70,Settle (Special Edition),EDM Hits,You & Me - Flume Remix,6/3/2013,0.000107,0,10,282813,0.378,modern
0.604,159.92,0.561,soul,-4.409,0.104,0.242,Teddy Swims,3,0.0337,81,Lose Control,Soul Coffee,Lose Control,6/23/2023,1.90E-05,1,9,210689,0.199,classic
0.473,152.88,0.591,soul,-8.122,0.108,0.451,Daniel Caesar,4,0.0708,70,NEVER ENOUGH,Soul Coffee,Let Me Go,4/7/2023,0.00334,0,7,216524,0.694,classic
0.592,157.969,0.521,gaming,-7.777,0.122,0.535,"Lady Gaga, Bruno Mars",3,0.0304,100,Die With A Smile,Top Gaming Tracks,Die With A Smile,8/16/2024,0,0,6,251668,0.308,modern
0.507,104.978,0.747,gaming,-10.171,0.117,0.438,Billie Eilish,4,0.0358,97,HIT ME HARD AND SOFT,Top Gaming Tracks,BIRDS OF A FEATHER,5/17/2024,0.0608,1,2,210373,0.2,modern
0.582,116.712,0.7,gaming,-5.96,0.0881,0.785,Chappell Roan,4,0.0356,94,"Good Luck, Babe!",Top Gaming Tracks,"Good Luck, Babe!",4/5/2024,0,0,11,218424,0.0502,modern
0.76,103.969,0.701,gaming,-5.478,0.185,0.69,Sabrina Carpenter,4,0.0285,90,Espresso,Top Gaming Tracks,Espresso,4/12/2024,6.54E-05,1,0,175459,0.107,modern
0.604,159.92,0.561,gaming,-4.409,0.104,0.242,Teddy Swims,3,0.0337,89,I've Tried Everything But Therapy (Part 1),Top Gaming Tracks,Lose Control,9/15/2023,1.90E-05,1,9,210689,0.199,modern
0.882,148.038,0.569,gaming,-2.777,0.142,0.201,"Travis Scott, Playboi Carti",4,0.06,88,UTOPIA,Top Gaming Tracks,FE!N (feat. Playboi Carti),7/28/2023,0,0,3,191701,0.0316,modern
0.601,123.994,0.635,gaming,-6.129,0.11,0.332,Myles Smith,4,0.0295,88,Stargazing,Top Gaming Tracks,Stargazing,5/10/2024,0,0,1,172533,0.246,modern
0.757,139.982,0.742,gaming,-4.981,0.305,0.957,Chappell Roan,4,0.0421,88,The Rise and Fall of a Midwest Princess,Top Gaming Tracks,HOT TO GO!,9/22/2023,0,1,6,184841,0.0187,modern
0.472,101.061,0.898,gaming,-7.001,0.141,0.214,Kendrick Lamar,4,0.0776,88,Not Like Us,Top Gaming Tracks,Not Like Us,5/4/2024,0,1,1,274192,0.0107,modern
0.583,181.489,0.432,gaming,-4.682,0.0933,0.544,Benson Boone,4,0.0687,87,Fireworks & Rollerblades,Top Gaming Tracks,Slow It Down,4/5/2024,0,1,8,161831,0.174,modern
0.709,81.012,0.722,gaming,-4.95,0.0804,0.604,Shaboozey,4,0.0273,86,A Bar Song (Tipsy),Top Gaming Tracks,A Bar Song (Tipsy),4/12/2024,0,1,9,171292,0.0633,modern
0.782,119.992,0.727,gaming,-8.529,0.225,0.655,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",4,0.042,86,Move,Top Gaming Tracks,Move,6/7/2024,0.336,0,8,177599,0.0563,modern
0.745,180.098,0.464,gaming,-3.202,0.363,0.262,"Hanumankind, Kalmi",4,0.161,85,Big Dawgs,Top Gaming Tracks,Big Dawgs,7/9/2024,0,0,4,190667,0.0235,modern
0.586,107.071,0.669,gaming,-6.073,0.104,0.579,Sabrina Carpenter,4,0.054,88,Please Please Please,Top Gaming Tracks,Please Please Please,6/6/2024,0,1,9,186365,0.274,modern
0.965,128.04,0.561,gaming,-3.673,0.371,0.304,"David Guetta, Bebe Rexha",4,0.0343,85,I'm Good (Blue),Top Gaming Tracks,I'm Good (Blue),8/26/2022,7.07E-06,0,7,175238,0.00383,modern
0.544,132.052,0.571,gaming,-10.613,0.322,0.216,d4vd,4,0.0299,85,Romantic Homicide,Top Gaming Tracks,Romantic Homicide,7/20/2022,0.00805,1,6,132631,0.453,modern
0.854,140.515,0.477,gaming,-4.715,0.065,0.314,"LISA, ROSALÍA",5,0.275,85,New Woman (feat. ROSALÍA),Top Gaming Tracks,New Woman (feat. ROSALÍA),8/15/2024,0,1,7,179790,0.0858,modern
0.471,105.029,0.472,gaming,-5.692,0.14,0.219,Benson Boone,3,0.0603,85,Beautiful Things,Top Gaming Tracks,Beautiful Things,1/18/2024,0,1,10,180304,0.151,modern
0.667,130.019,0.776,gaming,-6.622,0.0761,0.618,"Charli xcx, Billie Eilish",4,0.0983,85,Guess featuring Billie Eilish,Top Gaming Tracks,Guess featuring billie eilish,8/1/2024,0.3,1,7,145219,0.0146,modern
0.946,151.647,0.599,gaming,-4.263,0.0826,0.747,Artemas,4,0.0447,84,i like the way you kiss me,Top Gaming Tracks,i like the way you kiss me,3/19/2024,0.0106,1,11,142515,0.000938,modern
0.855,127.986,0.638,gaming,-4.86,0.245,0.731,"Post Malone, Morgan Wallen",4,0.0264,84,I Had Some Help,Top Gaming Tracks,I Had Some Help (Feat. Morgan Wallen),5/10/2024,0,1,7,178206,0.00757,modern
0.642,179.974,0.745,gaming,-6.257,0.0658,0.226,Lil Tecca,4,0.287,84,We Love You Tecca,Top Gaming Tracks,Ransom,8/30/2019,0,0,7,131240,0.0204,modern
0.829,139.198,0.476,gaming,-3.806,0.167,0.505,Odetari,4,0.0658,84,KEEP UP // FROSTBITE,Top Gaming Tracks,KEEP UP,7/17/2024,0.00916,0,10,133227,0.0172,modern
0.552,144.941,0.64,gaming,-5.679,0.119,0.112,"Future, Metro Boomin, Travis Scott, Playboi Carti",4,0.129,84,WE DON'T TRUST YOU,Top Gaming Tracks,Type Shit,3/22/2024,0,1,2,228267,0.0215,modern
0.453,139.943,0.915,gaming,-4.589,0.104,0.287,Gunna,4,0.27,84,One of Wun,Top Gaming Tracks,one of wun,5/10/2024,0.000163,0,10,144000,0.0872,modern
0.787,119.996,0.704,gaming,-6.751,0.159,0.31,"HUGEL, Topic, Arash, Daecolm",4,0.0462,83,I Adore You (feat. Daecolm),Top Gaming Tracks,I Adore You (feat. Daecolm),7/19/2024,0.00538,0,11,214000,0.00926,modern
0.618,126.031,0.853,gaming,-10.833,0.0972,0.32,"Lost Frequencies, Tom Odell",4,0.0923,83,Black Friday (pretty like the sun),Top Gaming Tracks,Black Friday (pretty like the sun),7/19/2024,0.89,1,6,145599,0.633,modern
0.751,129.994,0.701,gaming,-8.39,0.15,0.22,Taylor Swift,4,0.0502,83,THE TORTURED POETS DEPARTMENT,Top Gaming Tracks,I Can Do It With a Broken Heart,4/18/2024,0,1,0,218005,0.123,modern
0.957,126.035,0.804,gaming,-5.452,0.114,0.962,Charli xcx,4,0.034,83,BRAT,Top Gaming Tracks,Apple,6/7/2024,0.0174,1,0,151740,0.125,modern
0.457,146.04,0.592,gaming,-6.081,0.146,0.225,XXXTENTACION,4,0.0603,82,?,Top Gaming Tracks,Hope,3/16/2018,0.000331,0,9,110886,0.661,modern
0.792,100.011,0.687,gaming,-2.749,0.167,0.671,"Marshmello, Bastille",4,0.0452,82,Happier,Top Gaming Tracks,Happier,8/17/2018,0,1,5,214290,0.191,modern
0.676,162.012,0.814,gaming,-4.67,0.119,0.312,"Future, Metro Boomin, Kendrick Lamar",4,0.231,83,WE DON'T TRUST YOU,Top Gaming Tracks,Like That,3/22/2024,1.28E-05,0,11,267707,0.00709,modern
0.522,89.96,0.755,gaming,-4.368,0.0685,0.925,"Post Malone, Swae Lee",4,0.0575,82,Hollywood's Bleeding,Top Gaming Tracks,Sunflower - Spider-Man: Into the Spider-Verse,9/6/2019,0,1,2,157560,0.533,modern
0.622,130.001,0.847,gaming,-6.747,0.285,0.22,Gunna,4,0.0903,82,a Gift & a Curse,Top Gaming Tracks,fukumean,6/16/2023,0,0,1,125040,0.119,modern
0.668,90.969,0.646,gaming,-5.203,0.212,0.64,Mark Ambor,4,0.0282,82,Belong Together,Top Gaming Tracks,Belong Together,2/16/2024,0,1,2,148318,0.491,modern
0.733,172.09,0.625,gaming,-8.757,0.375,0.244,21 Savage,4,0.0488,81,american dream,Top Gaming Tracks,redrum,1/12/2024,0.000983,1,2,270698,0.00598,modern
0.642,83.389,0.463,gaming,-4.474,0.0686,0.339,"Future, Drake, Tems",4,0.34,82,I NEVER LIKED YOU,Top Gaming Tracks,WAIT FOR U (feat. Drake & Tems),4/29/2022,0,1,1,189893,0.314,modern
0.761,129.963,0.634,gaming,-4.752,0.549,0.785,"Marshmello, Kane Brown",4,0.0472,81,Miles On It,Top Gaming Tracks,Miles On It,5/3/2024,0,1,5,168454,0.00537,modern
0.537,128.009,0.921,gaming,-5.723,0.102,0.711,XXXTENTACION,4,0.0804,81,?,Top Gaming Tracks,Moonlight,3/16/2018,0.00404,0,9,135090,0.556,modern
0.745,165.995,0.808,gaming,-5.26,0.292,0.829,"Eminem, Juice WRLD",4,0.342,81,Music To Be Murdered By,Top Gaming Tracks,Godzilla (feat. Juice WRLD),1/17/2020,0,0,10,210800,0.145,modern
0.741,120.064,0.771,gaming,-7.132,0.111,0.19,"Zerb, The Chainsmokers, Ink",4,0.0374,81,Addicted,Top Gaming Tracks,Addicted,3/29/2024,0.000163,0,5,152250,0.0245,modern
0.727,130.035,0.887,gaming,-4.318,0.213,0.932,Gunna,4,0.135,82,One of Wun,Top Gaming Tracks,on one tonight,5/10/2024,1.16E-06,0,4,90760,0.381,modern
0.95,150.019,0.673,gaming,-5.149,0.398,0.563,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",4,0.0488,81,Thank You (Not So Bad),Top Gaming Tracks,Thank You (Not So Bad),12/1/2023,0.0823,1,11,140000,0.0229,modern
0.62,120.042,0.857,gaming,-8.13,0.0934,0.796,Charli xcx,4,0.0472,81,BRAT,Top Gaming Tracks,360,6/7/2024,0.244,1,0,133805,0.646,modern
0.887,127.003,0.936,gaming,-2.76,0.0582,0.889,Eminem,4,0.0683,81,Houdini,Top Gaming Tracks,Houdini,5/31/2024,1.88E-06,0,9,227239,0.0292,modern
0.646,115.842,0.645,gaming,-8.334,0.074,0.295,Ariana Grande,4,0.0427,81,eternal sunshine,Top Gaming Tracks,we can't be friends (wait for your love),3/8/2024,3.04E-05,1,5,228639,0.0615,modern
0.586,116.971,0.896,gaming,-6.687,0.79,0.642,Roddy Ricch,4,0.0559,81,Please Excuse Me for Being Antisocial,Top Gaming Tracks,The Box,12/6/2019,0,0,10,196653,0.104,modern
0.558,104.983,0.943,gaming,-4.911,0.0937,0.606,Jack Harlow,4,0.0568,81,Lovin On Me,Top Gaming Tracks,Lovin On Me,11/10/2023,2.19E-06,1,2,138411,0.0026,modern
0.75,155.096,0.732,gaming,-6.366,0.109,0.401,Lil Uzi Vert,4,0.231,81,Luv Is Rage 2,Top Gaming Tracks,XO Tour Llif3,8/25/2017,0,0,11,182707,0.00264,modern
0.764,140.113,0.882,gaming,-5.241,0.119,0.886,"Central Cee, Lil Baby",4,0.204,81,BAND4BAND (feat. Lil Baby),Top Gaming Tracks,BAND4BAND (feat. Lil Baby),5/23/2024,0,1,11,140733,0.359,modern
0.632,121.031,0.762,gaming,-8.312,0.18,0.282,"Lost Frequencies, Calum Scott",4,0.085,81,All Stand Together,Top Gaming Tracks,Where Are You Now,11/10/2023,0.000205,0,6,149067,0.51,modern
0.512,80.511,0.829,gaming,-5.865,0.12,0.638,Sleepy Hallow,4,0.187,80,Still Sleep?,Top Gaming Tracks,2055,6/2/2021,0,0,6,123987,0.492,modern
0.716,91.007,0.701,gaming,-3.671,0.324,0.732,"24kGoldn, iann dior",4,0.0361,80,El Dorado,Top Gaming Tracks,Mood (feat. iann dior),3/26/2021,0,0,7,140533,0.174,modern
0.773,129.923,0.681,gaming,-4.706,0.0978,0.504,Eternxlkz,4,0.0345,80,SLAY!,Top Gaming Tracks,SLAY!,3/15/2024,0.734,1,1,107077,0.0863,modern
0.673,165.921,0.529,gaming,-4.711,0.093,0.366,"Drake, 21 Savage",4,0.175,80,"Honestly, Nevermind",Top Gaming Tracks,Jimmy Cooks (feat. 21 Savage),6/17/2022,2.41E-06,1,0,218365,0.000307,modern
0.583,116.624,0.709,gaming,-5.298,0.195,0.533,"Metro Boomin, Future, Chris Brown",4,0.204,79,HEROES & VILLAINS,Top Gaming Tracks,Superhero (Heroes & Villains) [with Future & Chris Brown],12/2/2022,2.97E-06,0,5,182667,0.138,modern
0.797,122.011,0.702,gaming,-6.635,0.179,0.0356,"Disclosure, Eliza Doolittle, Rivo",4,0.0557,79,You & Me (Rivo Remix),Top Gaming Tracks,You & Me - Rivo Remix,12/22/2023,0.495,0,10,208525,0.583,modern
0.681,139.057,0.918,gaming,-4.705,0.0615,0.706,"Dave, Central Cee",4,0.201,79,Sprinter,Top Gaming Tracks,Sprinter,6/1/2023,0,1,1,229133,0.263,modern
0.753,127.926,0.671,gaming,-6.045,0.177,0.543,"Sonny Fodera, Jazzy, D.O.D",4,0.0298,79,Somedays,Top Gaming Tracks,Somedays,7/26/2024,1.29E-05,0,4,207168,0.019,modern
0.761,146.003,0.62,gaming,-7.282,0.269,0.194,Jungle,4,0.175,79,Volcano,Top Gaming Tracks,Back On 74,8/11/2023,0.000147,0,10,209483,0.207,modern
0.452,90.026,0.904,gaming,-7.272,0.115,0.613,Tommy Richman,4,0.132,78,DEVIL IS A LIE,Top Gaming Tracks,DEVIL IS A LIE,6/14/2024,0,1,9,130944,0.174,modern
0.512,96.02,0.803,gaming,-6.871,0.0928,0.435,Bryson Tiller,4,0.066,78,Whatever She Wants,Top Gaming Tracks,Whatever She Wants,2/13/2024,0,0,9,161342,0.128,modern
0.643,139.948,0.831,gaming,-5.002,0.084,0.142,Kendrick Lamar,4,0.11,78,euphoria,Top Gaming Tracks,euphoria,4/30/2024,0,1,1,383639,0.046,modern
0.567,75.965,0.574,gaming,-7.126,0.258,0.526,"JID, 21 Savage, Baby Tate",4,0.465,78,The Forever Story (Extended Version),Top Gaming Tracks,Surround Sound (feat. 21 Savage & Baby Tate),10/31/2022,0,0,7,229938,0.164,modern
0.593,120.509,0.565,gaming,-5.864,0.215,0.429,d4vd,4,0.0883,78,Feel It (From The Original Series “Invincible”),Top Gaming Tracks,Feel It - From The Original Series “Invincible”,3/28/2024,0,1,8,157974,0.0288,modern
0.83,75.023,0.767,gaming,-8.78,0.0582,0.187,Creeds,4,0.206,77,Push Up (Main Edit),Top Gaming Tracks,Push Up - Main Edit,3/31/2023,0.836,1,7,139300,0.209,modern
0.523,169.982,0.628,gaming,-8.307,0.219,0.416,Kenya Grace,4,0.0946,77,Strangers,Top Gaming Tracks,Strangers,9/1/2023,0.00274,0,11,172965,0.701,modern
0.934,88.009,0.777,gaming,-0.959,0.275,0.637,"Chase & Status, Stormzy",4,0.254,77,BACKBONE,Top Gaming Tracks,BACKBONE,8/8/2024,3.86E-05,1,2,166449,0.285,modern
0.927,109.952,0.755,gaming,0.254,0.0567,0.702,"xxanteria, isq",4,0.0645,77,FUNKED UP,Top Gaming Tracks,FUNKED UP - SLOWED,1/19/2024,0.925,0,11,115348,0.00288,modern
0.62,117.038,0.741,gaming,-5.505,0.0398,0.934,Hozier,4,0.0412,77,Unheard,Top Gaming Tracks,Too Sweet,3/22/2024,0.000809,1,10,251424,0.0295,modern
0.64,130.051,0.537,gaming,-10.441,0.157,0.222,LXNGVX,4,0.104,77,Montagem Mysterious Game,Top Gaming Tracks,Montagem Mysterious Game,12/1/2023,0.878,1,1,103495,0.146,modern
0.963,130.028,0.817,gaming,-3.318,0.312,0.502,"CURSEDEVIL, DJ FKU, Skorde",4,0.0353,77,TUCA DONKA,Top Gaming Tracks,TUCA DONKA,7/28/2023,0.767,1,1,75692,0.0683,modern
0.556,99.974,0.864,gaming,-7.683,0.112,0.726,Doja Cat,4,0.194,77,Scarlet,Top Gaming Tracks,Paint The Town Red,9/20/2023,3.85E-06,0,2,230480,0.255,modern
